Client_ID,Client_Name,Bank_Name,Account_Type,Currency,Transaction_Amount,Interest_Rate,Maturity_Date,Email,Phone,Loan_Status,Remarks
23150,,CHASE, investment ,GBP,$67811,5.44,01/18/2024, CLIENT@BANK.COM ,01712345678,approved, follow up 
,MARY INVEST,BOFA, investment ,USD,295617,10.62,10/07/2025,client@mail.com,,approved, follow up 
,beta funds,HSBC, investment ,EUR,$226450,2.04,28-03-2026, CLIENT@BANK.COM ,01712-345678,Rejected, good payer 
21951,  alpha holdings ,WELLS FARGO,loan,,307141,,12/26/2024, CLIENT@BANK.COM ,, PENDING ,
62492,john capital,CITI, investment ,USD,$363057,6.05,05/30/2026,,01712-345678,Rejected,
,MARY INVEST,HSBC,CURRENT,EUR,$462680,10.95,2026.01.12,wrongmail,1712345678,Rejected, good payer 
,  alpha holdings ,,loan,BDT,,6.49,01/25/2026,,1712345678, PENDING , good payer 
20553,,BOFA,CURRENT,EUR,$353343,7.68,, CLIENT@BANK.COM ,01712345678,, HIGH RISK 
44105,beta funds,HSBC,Savings,,,1.87,06/20/2024,client@mail.com,,approved, HIGH RISK 
34676,beta funds,WELLS FARGO,Savings,BDT,$56421,,, CLIENT@BANK.COM ,1712345678, PENDING , follow up 
,beta funds,BOFA,Savings,BDT,492166,2.5,,,01712345678,approved, follow up 
,MARY INVEST,WELLS FARGO, investment ,EUR,$76826,2.41,25-10-2025,wrongmail,1712345678, PENDING ,
,  alpha holdings ,CITI, investment ,,$211879,,19-06-2024,,1712345678,, HIGH RISK 
,MARY INVEST,CHASE,CURRENT,,148701,9.8,12/29/2024,client@mail.com,,, HIGH RISK 
56218,MARY INVEST,CHASE, investment ,USD,461258,,11/17/2025,client@mail.com,01712-345678,, good payer 
,john capital,CHASE,Savings,,,,24-07-2024, CLIENT@BANK.COM ,,approved,
52043,MARY INVEST,BOFA,loan,BDT,$207244,,08-11-2024,,01712-345678, PENDING , good payer 
41525,beta funds,CHASE,loan,BDT,$157084,8.63,2025.08.14,wrongmail,1712345678,,
,,HSBC, investment ,USD,$204767,,2025.12.05,,, PENDING , good payer 
,MARY INVEST,CHASE,Savings,EUR,42660,,,,1712345678,Rejected, good payer 
,beta funds,HSBC,loan,,,,06/26/2025,wrongmail,,, good payer 
59081,beta funds,HSBC,Savings,GBP,$176627,2.04,, CLIENT@BANK.COM ,01712-345678, PENDING , follow up 
,john capital,CITI,CURRENT,EUR,$496827,,04/25/2025, CLIENT@BANK.COM ,,Rejected,
52488,,HSBC, investment ,GBP,,,2024.10.29,client@mail.com,01712-345678,approved,
69313,  alpha holdings ,WELLS FARGO,Savings,,,12.38,18-11-2025, CLIENT@BANK.COM ,1712345678,Rejected,
45020,MARY INVEST,CITI,loan,EUR,,,,wrongmail,,, HIGH RISK 
59702,beta funds,CHASE,Savings,EUR,247516,,2024.07.07,,, PENDING , follow up 
65989,john capital,HSBC,loan,BDT,,4.97,2024.04.11, CLIENT@BANK.COM ,1712345678, PENDING , good payer 
,beta funds,BOFA,CURRENT,BDT,319628,10.42,2025.09.21,client@mail.com,1712345678, PENDING , follow up 
,,,CURRENT,,$265821,,2025.04.13,,, PENDING , good payer 
,john capital,HSBC,CURRENT,,,,, CLIENT@BANK.COM ,01712-345678, PENDING , follow up 
32498,,HSBC,loan,USD,,,, CLIENT@BANK.COM ,01712-345678, PENDING , HIGH RISK 
76208,  alpha holdings ,CITI,CURRENT,BDT,$390518,9.93,, CLIENT@BANK.COM ,01712345678, PENDING , good payer 
,john capital,CITI,Savings,EUR,374406,,,client@mail.com,01712-345678,approved, good payer 
30464,beta funds,CHASE,Savings,USD,,,,wrongmail,01712345678,, good payer 
67050,john capital,HSBC,loan,GBP,$408776,,01/30/2024, CLIENT@BANK.COM ,, PENDING ,
,john capital,BOFA,Savings,,,,12-03-2025, CLIENT@BANK.COM ,01712-345678,,
16727,MARY INVEST,WELLS FARGO,Savings,GBP,99495,,05-02-2026,client@mail.com,1712345678,approved, follow up 
,  alpha holdings ,BOFA, investment ,EUR,$259532,4.92,2024.04.21,,01712345678,, good payer 
34216,  alpha holdings ,HSBC, investment ,GBP,,,,wrongmail,01712-345678,approved, follow up 
17222,beta funds,WELLS FARGO, investment ,EUR,$227927,4.53,01/13/2025,,01712-345678,approved, good payer 
,beta funds,CITI,Savings,GBP,$103341,,10-04-2025,,01712345678, PENDING ,
57792,john capital,WELLS FARGO,loan,EUR,$368636,,29-07-2024,client@mail.com,,Rejected, good payer 
26969,,WELLS FARGO,loan,USD,267051,12.14,25-06-2024,,,approved, follow up 
,  alpha holdings ,, investment ,,$280986,,,wrongmail,,Rejected, HIGH RISK 
,,CHASE,loan,,95236,,10-10-2025,,01712345678,Rejected, follow up 
48060,john capital,CITI, investment ,GBP,$313264,,2024.02.13,client@mail.com,01712345678,Rejected, HIGH RISK 
,john capital,CITI,CURRENT,USD,435574,8.58,04/21/2025,,, PENDING , HIGH RISK 
99758,  alpha holdings ,WELLS FARGO, investment ,USD,448053,3.9,26-02-2024,wrongmail,01712-345678,,
,,HSBC,CURRENT,,130640,12.23,,client@mail.com,01712-345678,approved, HIGH RISK 
68861,beta funds,, investment ,,$393231,,30-03-2026,wrongmail,,, good payer 
,,CITI,loan,GBP,497610,3.81,16-01-2024, CLIENT@BANK.COM ,01712-345678,approved, follow up 
92540,beta funds,WELLS FARGO, investment ,GBP,,4.99,2025.10.15, CLIENT@BANK.COM ,01712-345678,, HIGH RISK 
46396,MARY INVEST,CITI,loan,USD,473139,5.23,04/02/2026, CLIENT@BANK.COM ,1712345678,, good payer 
,beta funds,,loan,,$44182,,, CLIENT@BANK.COM ,01712345678, PENDING , good payer 
61880,,CHASE, investment ,USD,66110,8.93,08/21/2024,wrongmail,01712-345678, PENDING ,
,  alpha holdings ,BOFA, investment ,USD,209689,11.67,2024.08.13,,,Rejected, HIGH RISK 
54088,,WELLS FARGO,loan,USD,225612,,,wrongmail,01712-345678,Rejected, follow up 
,beta funds,CHASE,Savings,,,9.66,31-05-2025,wrongmail,01712-345678,, HIGH RISK 
53842,  alpha holdings ,HSBC,loan,GBP,439395,4.75,03/04/2026,wrongmail,01712345678, PENDING , follow up 
88386,beta funds,BOFA, investment ,EUR,,8.52,, CLIENT@BANK.COM ,01712-345678, PENDING ,
,  alpha holdings ,WELLS FARGO,loan,EUR,$455376,,05/26/2025,wrongmail,01712345678,approved,
,john capital,CHASE,CURRENT,USD,,,03/23/2025,wrongmail,1712345678,approved, good payer 
,john capital,CITI,loan,BDT,486957,3.36,2024.07.30,wrongmail,1712345678,, HIGH RISK 
,john capital,CITI,loan,USD,265122,5.18,08/13/2025,client@mail.com,01712-345678,, follow up 
,MARY INVEST,WELLS FARGO, investment ,,$437982,9.67,2024.05.22,wrongmail,1712345678,, HIGH RISK 
,john capital,CITI,loan,GBP,440528,,08-01-2024,client@mail.com,1712345678,,
39231,,BOFA, investment ,BDT,355961,,2026.06.07,client@mail.com,01712345678,Rejected,
,  alpha holdings ,HSBC,CURRENT,USD,$171181,8.99,06/15/2025,,01712-345678,approved, HIGH RISK 
,  alpha holdings ,CITI,Savings,GBP,$290312,,, CLIENT@BANK.COM ,1712345678,, follow up 
28491,beta funds,, investment ,,,2.09,,client@mail.com,01712-345678,Rejected, good payer 
49464,john capital,CHASE,loan,USD,,,31-01-2024, CLIENT@BANK.COM ,1712345678,, good payer 
68093,MARY INVEST,CHASE,CURRENT,GBP,,,2024.07.16,wrongmail,01712-345678,, good payer 
,  alpha holdings ,BOFA,Savings,,$117654,11.83,02/03/2025,,01712-345678,approved,
48832,john capital,BOFA,CURRENT,GBP,$443109,5.43,02/09/2024,wrongmail,01712-345678, PENDING , good payer 
,MARY INVEST,HSBC,CURRENT,USD,,,, CLIENT@BANK.COM ,1712345678, PENDING , follow up 
,MARY INVEST,,Savings,USD,59108,11.53,05/02/2026, CLIENT@BANK.COM ,,approved, good payer 
,  alpha holdings ,HSBC,Savings,,,12.01,07/03/2024,,,,
19178,,BOFA,loan,EUR,,11.59,08/07/2024,wrongmail,01712-345678,Rejected, HIGH RISK 
57471,beta funds,,Savings,EUR,67561,,, CLIENT@BANK.COM ,,approved,
,,BOFA,loan,EUR,$238314,,22-07-2024,wrongmail,01712345678,, HIGH RISK 
53032,john capital,BOFA, investment ,,417406,5.54,2026.05.28,client@mail.com,01712-345678,Rejected,
14241,  alpha holdings ,HSBC,loan,BDT,$151557,,03/27/2025,client@mail.com,01712-345678,approved,
72892,  alpha holdings ,BOFA,CURRENT,EUR,98020,,2025.06.19,client@mail.com,01712-345678, PENDING , follow up 
,,,Savings,EUR,,7.44,2025.08.26,client@mail.com,01712345678,,
11103,john capital,HSBC,Savings,BDT,148256,5.82,2024.06.22,wrongmail,01712-345678,Rejected, HIGH RISK 
,MARY INVEST,BOFA,CURRENT,BDT,$250639,2.4,25-04-2024,,01712345678,approved, follow up 
41113,beta funds,BOFA,CURRENT,BDT,$299871,7.04,,,1712345678,Rejected, good payer 
54214,beta funds,BOFA, investment ,USD,305618,,2025.11.10,,1712345678,Rejected,
96971,john capital,CHASE, investment ,BDT,249149,,,client@mail.com,1712345678,, good payer 
13141,john capital,, investment ,,$41118,,11/27/2025,client@mail.com,01712345678, PENDING ,
51608,john capital,BOFA,CURRENT,,9471,7.48,2026.05.17,,1712345678,,
,beta funds,BOFA,CURRENT,USD,461175,,,wrongmail,01712-345678,Rejected,
,MARY INVEST,WELLS FARGO, investment ,,336763,,04/26/2025,wrongmail,,, good payer 
,,WELLS FARGO,Savings,GBP,$475570,11.63,26-03-2026,,01712345678,, good payer 
31826,beta funds,CITI,CURRENT,,201639,8.27,,,01712-345678, PENDING , good payer 
89929,,BOFA,Savings,USD,$138778,,11/17/2025, CLIENT@BANK.COM ,1712345678, PENDING , follow up 
94323,beta funds,BOFA,loan,BDT,,,30-04-2024,client@mail.com,01712345678,Rejected, follow up 
15127,  alpha holdings ,BOFA, investment ,EUR,$261753,,,client@mail.com,01712345678,, follow up 
20115,MARY INVEST,CHASE,loan,USD,,,,client@mail.com,,, HIGH RISK 
,MARY INVEST,WELLS FARGO, investment ,EUR,497791,3.74,08/12/2025,wrongmail,,approved, follow up 
,beta funds,BOFA,CURRENT,USD,$440555,7.87,2024.03.22,,01712345678,Rejected,
,john capital,BOFA,loan,,436323,,11/27/2024,client@mail.com,1712345678,approved, HIGH RISK 
39622,MARY INVEST,,CURRENT,USD,$163219,,06/30/2025,,,Rejected, good payer 
78258,beta funds,WELLS FARGO,CURRENT,,,,05/12/2025,client@mail.com,01712-345678,approved, follow up 
,,CITI,Savings,USD,$164998,,05-11-2025,,01712345678, PENDING , HIGH RISK 
,john capital,CHASE,CURRENT,EUR,$125235,3.53,06/10/2025,wrongmail,1712345678,approved, HIGH RISK 
,john capital,CHASE,Savings,BDT,$437217,,,wrongmail,01712-345678,Rejected, follow up 
,beta funds,HSBC,loan,EUR,106271,,2026.02.09,,01712345678,, good payer 
,beta funds,CHASE,loan,BDT,424047,,, CLIENT@BANK.COM ,01712-345678,Rejected, HIGH RISK 
92677,MARY INVEST,CITI, investment ,USD,,,25-07-2025,client@mail.com,01712345678,Rejected,
,  alpha holdings ,WELLS FARGO,loan,,,8.19,,client@mail.com,01712-345678,, HIGH RISK 
,john capital,,CURRENT,USD,$365780,12.39,02-06-2025,client@mail.com,01712-345678, PENDING ,
,john capital,,CURRENT,BDT,$186272,9.73,01/16/2024,,, PENDING , HIGH RISK 
,  alpha holdings ,CITI, investment ,USD,$85071,8.95,,client@mail.com,1712345678,approved, good payer 
,  alpha holdings ,HSBC,loan,USD,$16755,3.94,, CLIENT@BANK.COM ,01712345678,Rejected, follow up 
,  alpha holdings ,BOFA,CURRENT,USD,307866,,, CLIENT@BANK.COM ,01712-345678,approved, good payer 
,john capital,,CURRENT,BDT,,,2025.11.26,,,,
56752,beta funds,,Savings,GBP,266228,6.19,21-03-2026,client@mail.com,1712345678,approved, good payer 
26918,  alpha holdings ,HSBC, investment ,GBP,,,2025.05.05,client@mail.com,01712345678,approved, good payer 
94015,MARY INVEST,, investment ,GBP,,8.62,12/17/2024, CLIENT@BANK.COM ,01712-345678,approved,
54807,MARY INVEST,CITI,loan,USD,,8.29,03/18/2024,client@mail.com,1712345678, PENDING ,
,john capital,WELLS FARGO, investment ,BDT,$418368,5.43,23-09-2025,,,, good payer 
36377,beta funds,BOFA,CURRENT,,$224924,,2024.01.12, CLIENT@BANK.COM ,,Rejected, follow up 
,john capital,CHASE,loan,,,10.45,06/11/2024, CLIENT@BANK.COM ,01712345678,, follow up 
79225,beta funds,CITI,Savings,GBP,,,12/09/2025,,01712345678,Rejected, follow up 
,beta funds,HSBC, investment ,BDT,256895,,,client@mail.com,1712345678,Rejected, follow up 
89914,john capital,BOFA,CURRENT,EUR,,9.63,09-04-2024,,1712345678,, HIGH RISK 
74590,,HSBC, investment ,GBP,$55513,10.56,2025.08.03,,01712345678, PENDING , good payer 
42790,MARY INVEST,CHASE,Savings,GBP,,3.26,11/05/2025, CLIENT@BANK.COM ,01712-345678,Rejected, HIGH RISK 
91291,,BOFA,Savings,GBP,$60862,,,,,Rejected, HIGH RISK 
62912,  alpha holdings ,,CURRENT,EUR,,6.76,, CLIENT@BANK.COM ,01712345678, PENDING ,
,john capital,CITI,Savings,USD,426059,4.21,,wrongmail,01712-345678,, good payer 
,john capital,CITI,Savings,BDT,232414,,2024.09.25, CLIENT@BANK.COM ,1712345678,approved,
53142,MARY INVEST,CHASE, investment ,BDT,447337,,17-01-2024,wrongmail,01712-345678, PENDING ,
30328,,,CURRENT,EUR,,,05/23/2024,wrongmail,01712-345678,, good payer 
22284,,CHASE,loan,USD,,11.54,, CLIENT@BANK.COM ,01712-345678,approved, HIGH RISK 
,MARY INVEST,CHASE,CURRENT,GBP,452775,10.31,05/31/2025,wrongmail,,Rejected,
98895,MARY INVEST,CHASE,CURRENT,BDT,185775,,2024.08.04,,01712-345678,approved, follow up 
34642,john capital,,CURRENT,GBP,175775,,10-03-2026,,1712345678, PENDING , follow up 
76549,  alpha holdings ,CHASE,CURRENT,GBP,$256072,4.53,03/09/2026, CLIENT@BANK.COM ,01712345678, PENDING , follow up 
11610,john capital,,Savings,,,,2024.04.17,client@mail.com,,Rejected,
,beta funds,CITI, investment ,GBP,$155255,11.93,,wrongmail,01712345678,Rejected,
33203,john capital,CHASE,loan,EUR,,,17-06-2024, CLIENT@BANK.COM ,,, HIGH RISK 
14355,  alpha holdings ,WELLS FARGO,loan,USD,$452308,,,,01712-345678, PENDING ,
63987,beta funds,HSBC,loan,,$121271,6.82,05/27/2024, CLIENT@BANK.COM ,,approved, follow up 
,john capital,WELLS FARGO,CURRENT,EUR,,,04/12/2026,,, PENDING , HIGH RISK 
,  alpha holdings ,WELLS FARGO,CURRENT,GBP,$256029,6.83,06/26/2024,,1712345678,approved, follow up 
36943,beta funds,CITI,loan,EUR,$233994,,2025.10.17,client@mail.com,01712-345678,approved, follow up 
,beta funds,BOFA, investment ,USD,$98468,,21-05-2026, CLIENT@BANK.COM ,01712-345678,Rejected, follow up 
,  alpha holdings ,WELLS FARGO, investment ,EUR,$265204,10.87,,wrongmail,, PENDING , good payer 
17166,beta funds,BOFA, investment ,BDT,,,25-12-2024,wrongmail,01712-345678,Rejected,
91912,  alpha holdings ,CITI,Savings,GBP,359827,,09/02/2024,wrongmail,1712345678,Rejected, HIGH RISK 
54479,,BOFA,loan,USD,$13609,,, CLIENT@BANK.COM ,,Rejected, HIGH RISK 
28629,,BOFA, investment ,BDT,454026,,12/08/2025,,01712345678,Rejected, HIGH RISK 
,beta funds,WELLS FARGO,loan,USD,134403,,, CLIENT@BANK.COM ,,approved, good payer 
96800,beta funds,WELLS FARGO,Savings,GBP,$164110,,2024.07.04,,1712345678,, HIGH RISK 
23369,,BOFA, investment ,GBP,,2.06,10-01-2025,,01712345678,, follow up 
,MARY INVEST,CHASE,CURRENT,GBP,,,, CLIENT@BANK.COM ,01712-345678,approved,
,beta funds,CHASE,loan,,,2.28,06-11-2024,,1712345678,, follow up 
33808,  alpha holdings ,CHASE,CURRENT,BDT,,,,wrongmail,,,
,beta funds,WELLS FARGO,loan,GBP,$105544,,,wrongmail,01712345678, PENDING , HIGH RISK 
,john capital,HSBC,CURRENT,USD,$493393,9.41,,,1712345678,approved, follow up 
,beta funds,WELLS FARGO,CURRENT,USD,,,2025.08.13,,,approved, follow up 
39734,,HSBC,loan,EUR,,,2026.04.28,,1712345678,, follow up 
36247,john capital,CHASE,Savings,USD,,7.41,10/16/2025, CLIENT@BANK.COM ,,, HIGH RISK 
94221,john capital,HSBC,CURRENT,USD,,,, CLIENT@BANK.COM ,01712345678, PENDING , good payer 
67719,MARY INVEST,CHASE,loan,USD,$30613,8.47,04/14/2026, CLIENT@BANK.COM ,,Rejected, HIGH RISK 
13928,,BOFA,Savings,GBP,388914,,2026.06.19,,01712345678,approved, follow up 
18352,john capital,,loan,EUR,70296,,2025.06.17,client@mail.com,01712345678, PENDING , good payer 
,  alpha holdings ,HSBC,loan,USD,$412451,10.05,2024.01.17,wrongmail,01712-345678,approved, good payer 
33217,MARY INVEST,HSBC,loan,,,11.14,01/22/2024,client@mail.com,01712345678,, follow up 
66483,MARY INVEST,,CURRENT,BDT,,,,wrongmail,01712-345678,Rejected, follow up 
86573,john capital,WELLS FARGO,loan,GBP,141867,,2025.03.16,client@mail.com,01712-345678,Rejected, good payer 
21215,MARY INVEST,HSBC,CURRENT,,,,05-01-2024,,1712345678,Rejected, HIGH RISK 
60590,MARY INVEST,WELLS FARGO,loan,,,,2024.03.08, CLIENT@BANK.COM ,1712345678,Rejected, HIGH RISK 
36681,  alpha holdings ,WELLS FARGO, investment ,EUR,275437,,,wrongmail,01712345678,approved, HIGH RISK 
48953,  alpha holdings ,WELLS FARGO,Savings,,347023,,,,01712-345678,approved, follow up 
78232,,CHASE,loan,,$373229,2.23,10/04/2025,wrongmail,1712345678,Rejected, HIGH RISK 
25317,beta funds,WELLS FARGO,Savings,GBP,$396892,2.26,2025.09.28,wrongmail,01712-345678,,
,  alpha holdings ,BOFA,loan,,,1.54,2025.10.23,client@mail.com,,approved, good payer 
,MARY INVEST,WELLS FARGO,loan,USD,$163691,10.66,06/11/2025, CLIENT@BANK.COM ,01712-345678, PENDING , follow up 
,MARY INVEST,BOFA,loan,USD,,,06-04-2024,,01712345678,, HIGH RISK 
12777,,CHASE, investment ,GBP,122343,,2026.03.25,,01712345678,Rejected, HIGH RISK 
,,HSBC,loan,,,,07/06/2025,client@mail.com,01712345678,Rejected, HIGH RISK 
30091,  alpha holdings ,BOFA,Savings,EUR,$135701,3.89,,,,, follow up 
,  alpha holdings ,,loan,USD,311965,8.71,03/01/2026, CLIENT@BANK.COM ,01712345678,, follow up 
,MARY INVEST,HSBC, investment ,EUR,,10.73,,client@mail.com,01712345678, PENDING , good payer 
77311,,CITI, investment ,GBP,$200310,,2024.02.02,,01712-345678, PENDING , good payer 
,MARY INVEST,WELLS FARGO,loan,EUR,,,,client@mail.com,01712345678,,
,,HSBC,loan,,439154,2.77,,wrongmail,, PENDING , follow up 
48138,beta funds,BOFA,loan,USD,$181631,11.78,10/15/2025, CLIENT@BANK.COM ,1712345678,Rejected,
68325,,BOFA,loan,BDT,$296861,5.87,,wrongmail,1712345678, PENDING , good payer 
,beta funds,WELLS FARGO, investment ,GBP,,2.14,16-05-2024, CLIENT@BANK.COM ,1712345678,approved,
57554,,, investment ,GBP,17035,2.75,2025.06.09,wrongmail,01712345678,approved,
68195,beta funds,BOFA,Savings,GBP,212322,11.77,2025.04.09,wrongmail,01712345678, PENDING , HIGH RISK 
,john capital,BOFA,Savings,USD,389992,6.91,01/29/2026,,01712-345678,approved, good payer 
14318,john capital,CHASE, investment ,BDT,,,, CLIENT@BANK.COM ,01712345678, PENDING , follow up 
40030,beta funds,CHASE, investment ,USD,60126,5.4,19-08-2024,,01712345678,Rejected,
,MARY INVEST,,Savings,BDT,,10.01,07/07/2024, CLIENT@BANK.COM ,,approved, good payer 
,john capital,CITI,CURRENT,,$374146,7.38,2024.05.13,wrongmail,1712345678,,
88353,,BOFA,CURRENT,EUR,,,,client@mail.com,,approved,
22557,  alpha holdings ,HSBC,Savings,GBP,$420636,11.17,04/22/2025, CLIENT@BANK.COM ,,approved, follow up 
79148,  alpha holdings ,CHASE,Savings,BDT,,4.59,,wrongmail,01712-345678,Rejected,
,beta funds,WELLS FARGO,Savings,,$391391,11.97,,,01712345678, PENDING , follow up 
,  alpha holdings ,CITI,Savings,GBP,345932,7,15-03-2025,wrongmail,01712-345678, PENDING , good payer 
84575,beta funds,HSBC,CURRENT,,104642,,10/28/2025,wrongmail,1712345678,, HIGH RISK 
,,BOFA,Savings,EUR,206567,,07/22/2025,client@mail.com,1712345678,Rejected, good payer 
,,WELLS FARGO, investment ,USD,,,2024.06.18,,01712-345678,, follow up 
,,,loan,BDT,435936,,2026.03.26,wrongmail,01712-345678,approved, HIGH RISK 
,john capital,,CURRENT,USD,,2.07,01/22/2024,,1712345678, PENDING ,
,MARY INVEST,CITI,loan,,,9.22,2024.06.04,client@mail.com,01712345678, PENDING , follow up 
42248,beta funds,BOFA,loan,EUR,$402741,8.38,2026.05.22, CLIENT@BANK.COM ,1712345678,, follow up 
,john capital,,loan,EUR,371865,,2025.12.28,,,approved, HIGH RISK 
,,CHASE, investment ,USD,,6.81,08-06-2025,client@mail.com,01712345678,, HIGH RISK 
74931,,WELLS FARGO, investment ,USD,39955,11.09,07-02-2024,wrongmail,1712345678,Rejected, HIGH RISK 
84901,  alpha holdings ,HSBC,Savings,USD,402304,7.79,,,01712-345678,Rejected, good payer 
,beta funds,CITI,loan,,252595,3.58,2026.05.05,,, PENDING , follow up 
,john capital,,CURRENT,EUR,,4.84,2025.02.24, CLIENT@BANK.COM ,01712-345678,,
50494,  alpha holdings ,HSBC,CURRENT,GBP,410211,7.35,10-11-2024,client@mail.com,,,
55738,  alpha holdings ,BOFA, investment ,USD,330005,4.29,01-12-2025, CLIENT@BANK.COM ,01712345678,approved, HIGH RISK 
,  alpha holdings ,HSBC,loan,USD,231812,,29-12-2024,,, PENDING , HIGH RISK 
80191,  alpha holdings ,,loan,USD,,3.48,2025.12.07,,,, HIGH RISK 
76881,john capital,BOFA,loan,BDT,$334733,,2025.06.29,wrongmail,01712-345678,approved, HIGH RISK 
51882,MARY INVEST,HSBC,Savings,EUR,$162123,6.75,2025.04.11,client@mail.com,,,
96684,  alpha holdings ,WELLS FARGO,CURRENT,GBP,39827,11.1,02/09/2024,wrongmail,01712345678,Rejected, HIGH RISK 
89182,MARY INVEST,,Savings,BDT,,6.7,2025.10.18,client@mail.com,1712345678,approved, follow up 
89754,john capital,CITI, investment ,,,12.2,01/16/2026, CLIENT@BANK.COM ,01712-345678,Rejected, follow up 
,john capital,CHASE,CURRENT,,$49541,4.1,01/11/2025,,01712345678,, follow up 
,beta funds,CHASE, investment ,GBP,248688,,07-11-2025,client@mail.com,, PENDING , follow up 
89543,  alpha holdings ,CITI,CURRENT,GBP,438734,,2024.06.20,client@mail.com,, PENDING , good payer 
83282,MARY INVEST,CITI, investment ,GBP,,3.67,2025.03.27,client@mail.com,01712345678,Rejected,
,beta funds,CHASE,CURRENT,BDT,,,2025.10.12, CLIENT@BANK.COM ,1712345678,Rejected,
54671,beta funds,,CURRENT,USD,$144521,,,wrongmail,01712345678,, good payer 
,beta funds,BOFA, investment ,GBP,$326574,2.85,,,01712-345678, PENDING , good payer 
,beta funds,,CURRENT,BDT,$332767,,16-05-2025,client@mail.com,01712345678,, good payer 
12311,john capital,BOFA,CURRENT,EUR,,,2024.10.01,wrongmail,, PENDING , follow up 
,john capital,CITI, investment ,BDT,29465,9.63,,client@mail.com,01712345678, PENDING , good payer 
61801,,WELLS FARGO,Savings,USD,$134079,8.09,15-05-2026,wrongmail,01712-345678,Rejected, HIGH RISK 
90686,  alpha holdings ,, investment ,EUR,,7.4,07/21/2025,client@mail.com,1712345678, PENDING , good payer 
,,WELLS FARGO,loan,USD,,,01/29/2024, CLIENT@BANK.COM ,01712-345678, PENDING , HIGH RISK 
,,CITI,CURRENT,USD,,5.23,04/04/2024, CLIENT@BANK.COM ,01712345678,Rejected, HIGH RISK 
,john capital,CITI,Savings,BDT,,11.01,2026.05.22,client@mail.com,01712-345678,approved,
50745,MARY INVEST,BOFA, investment ,GBP,$231613,,03-12-2025,wrongmail,1712345678,Rejected, HIGH RISK 
70807,,,CURRENT,EUR,38360,,10/10/2025, CLIENT@BANK.COM ,1712345678, PENDING , HIGH RISK 
47009,john capital,WELLS FARGO, investment ,BDT,$103835,10.99,,wrongmail,,approved, follow up 
72682,,CHASE,CURRENT,GBP,440579,4.93,,wrongmail,01712345678,, follow up 
,,CHASE,loan,USD,289854,,04/27/2025,wrongmail,,Rejected, good payer 
,,HSBC,CURRENT,,$24529,,01/01/2025,client@mail.com,1712345678,, follow up 
13796,MARY INVEST,HSBC,CURRENT,USD,$316025,,2024.12.24, CLIENT@BANK.COM ,,approved, follow up 
,john capital,BOFA,loan,USD,,,18-02-2024,wrongmail,,Rejected, HIGH RISK 
46921,  alpha holdings ,HSBC, investment ,USD,,,05/14/2025,wrongmail,01712345678,Rejected, good payer 
57742,MARY INVEST,CHASE,Savings,BDT,,4.85,, CLIENT@BANK.COM ,01712-345678,Rejected,
,,HSBC,CURRENT,GBP,337620,11.03,06/03/2024,,,Rejected, follow up 
92313,john capital,CITI,loan,BDT,,10.03,,wrongmail,01712-345678,Rejected, HIGH RISK 
,MARY INVEST,CHASE,CURRENT,BDT,,11.88,2026.05.05,,,, HIGH RISK 
,john capital,HSBC,CURRENT,,,7.82,,,1712345678,, HIGH RISK 
,,BOFA,loan,USD,266844,9.38,,client@mail.com,01712-345678,, follow up 
,beta funds,CHASE, investment ,BDT,,2.21,,,01712345678,Rejected, good payer 
52805,,HSBC,Savings,BDT,,10.72,2024.06.14,,01712-345678, PENDING , follow up 
66679,john capital,WELLS FARGO, investment ,,,,, CLIENT@BANK.COM ,,, good payer 
,MARY INVEST,BOFA,loan,GBP,$454812,7.61,15-03-2026,wrongmail,,Rejected, HIGH RISK 
,MARY INVEST,HSBC, investment ,GBP,,,10/15/2024, CLIENT@BANK.COM ,01712-345678,approved, good payer 
83220,MARY INVEST,, investment ,EUR,454428,,02/28/2025,wrongmail,, PENDING , follow up 
,  alpha holdings ,HSBC,Savings,GBP,,,19-01-2025,,01712345678,Rejected, HIGH RISK 
77673,MARY INVEST,CITI,CURRENT,USD,$207923,6.58,2026.04.07,,01712-345678,, follow up 
,  alpha holdings ,CITI, investment ,GBP,,,, CLIENT@BANK.COM ,, PENDING ,
45448,beta funds,, investment ,BDT,,,,client@mail.com,01712-345678,approved, HIGH RISK 
,john capital,BOFA,loan,EUR,165926,3.25,2024.11.09,client@mail.com,01712345678,Rejected, good payer 
54901,MARY INVEST,WELLS FARGO,Savings,BDT,$195367,8.55,2025.02.06,,1712345678,, good payer 
,,WELLS FARGO, investment ,USD,479947,,,client@mail.com,01712-345678,approved, follow up 
81334,MARY INVEST,WELLS FARGO,CURRENT,GBP,,11.85,2025.07.07, CLIENT@BANK.COM ,01712-345678,approved, HIGH RISK 
,john capital,,CURRENT,BDT,,,01/18/2025,,01712-345678, PENDING , HIGH RISK 
,beta funds,HSBC,Savings,GBP,53758,,29-05-2024,,01712-345678,approved, follow up 
,john capital,WELLS FARGO,Savings,BDT,304132,,19-10-2025, CLIENT@BANK.COM ,1712345678,Rejected, follow up 
98762,,CHASE,loan,EUR,60545,,, CLIENT@BANK.COM ,,Rejected, follow up 
,MARY INVEST,,Savings,EUR,406388,,31-05-2024, CLIENT@BANK.COM ,,, follow up 
