client_id,id_missing,client_name,bank_name,account_type,currency,transaction_amount,risk_category,interest_rate,interest_classification,maturity_date,maturity_status,email,email_check,phone,loan_status,remarks
99311,No,Mary Invest,CITI,Current,EUR,414175,High,null,Unknown,10/19/2024,Expired,Invalid Email,Invalid,Unknown,Approved,Follow Up
null,Yes,Beta Funds,Wells Fargo,Current,BDT,null,Unknown,null,Unknown,null,Unknown,Unknown,Missing,1712345678,Unknown,High Risk
74615,No,Alpha Holdings,HSBC,Savings,GBP,null,Unknown,null,Unknown,8/22/2025,Expired,Unknown,Missing,1712345678,Approved,Follow Up
null,Yes,Alpha Holdings,Unknown Bank,Savings,GBP,null,Unknown,null,Unknown,null,Unknown,Invalid Email,Invalid,Unknown,Pending,Good Payer
null,Yes,John Capital,BOFA,Loan,Unknown,403634,High,2.63,Low,6/3/2025,Expired,client@bank.com,Valid,1712345678,Unknown,Follow Up
null,Yes,John Capital,HSBC,Savings,Unknown,null,Unknown,10.06,High,10/29/2025,Expired,Unknown,Missing,1712345678,Approved,Follow Up
24920,No,Alpha Holdings,CITI,Loan,BDT,310457,High,null,Unknown,null,Unknown,Unknown,Missing,1712345678,Rejected,Good Payer
null,Yes,Mary Invest,CITI,Savings,GBP,313502,High,10.54,High,null,Unknown,Unknown,Missing,1712345678,Unknown,Follow Up
92788,No,John Capital,HSBC,Savings,EUR,null,Unknown,2.62,Low,9/10/2025,Expired,Unknown,Missing,Unknown,Unknown,Good Payer
null,Yes,John Capital,HSBC,Investment,Unknown,null,Unknown,4.47,Low,4/1/2026,Expired,Unknown,Missing,Unknown,Approved,High Risk
null,Yes,Beta Funds,CHASE,Investment,GBP,null,Unknown,9.65,Medium,4/25/2024,Expired,client@bank.com,Valid,1712345678,Pending,High Risk
28560,No,Beta Funds,BOFA,Loan,GBP,53562,Low,11.77,High,3/21/2024,Expired,client@bank.com,Valid,1712345678,Rejected,High Risk
null,Yes,John Capital,Wells Fargo,Current,USD,342341,High,11.35,High,12/26/2025,Expired,Invalid Email,Invalid,1712345678,Rejected,No Remarks
null,Yes,Unknown Client,Unknown Bank,Investment,GBP,257854,Medium,7.38,Medium,null,Unknown,Invalid Email,Invalid,1712345678,Pending,High Risk
null,Yes,John Capital,BOFA,Current,BDT,40468,Low,null,Unknown,10/6/2025,Expired,client@mail.com,Valid,Unknown,Pending,No Remarks
null,Yes,Alpha Holdings,Wells Fargo,Savings,Unknown,24033,Low,12.03,High,null,Unknown,Unknown,Missing,1712345678,Pending,No Remarks
14330,No,Beta Funds,Wells Fargo,Savings,GBP,null,Unknown,null,Unknown,4/30/2024,Expired,client@mail.com,Valid,Unknown,Unknown,Follow Up
null,Yes,Mary Invest,HSBC,Loan,BDT,271162,Medium,7.14,Medium,7/26/2024,Expired,client@bank.com,Valid,Unknown,Approved,Good Payer
null,Yes,Alpha Holdings,CITI,Current,Unknown,9660,Low,null,Unknown,null,Unknown,Invalid Email,Invalid,1712345678,Approved,No Remarks
null,Yes,Beta Funds,Wells Fargo,Loan,USD,53108,Low,null,Unknown,9/28/2024,Expired,Unknown,Missing,1712345678,Pending,No Remarks
null,Yes,Mary Invest,BOFA,Investment,BDT,8161,Low,null,Unknown,3/14/2025,Expired,client@bank.com,Valid,1712345678,Rejected,High Risk
49546,No,Unknown Client,Unknown Bank,Loan,BDT,240767,Medium,null,Unknown,3/26/2024,Expired,client@mail.com,Valid,1712345678,Unknown,Follow Up
null,Yes,Mary Invest,BOFA,Current,USD,98585,Low,null,Unknown,null,Unknown,Invalid Email,Invalid,Unknown,Rejected,Follow Up
61156,No,Mary Invest,Wells Fargo,Current,Unknown,353552,High,11.34,High,null,Unknown,client@mail.com,Valid,1712345678,Rejected,Good Payer
65752,No,Mary Invest,Unknown Bank,Loan,GBP,93029,Low,2.3,Low,1/26/2026,Expired,client@mail.com,Valid,1712345678,Unknown,No Remarks
15021,No,Alpha Holdings,CITI,Loan,USD,181246,Medium,12.41,High,3/14/2026,Expired,client@bank.com,Valid,1712345678,Rejected,Good Payer
null,Yes,Unknown Client,CITI,Investment,EUR,null,Unknown,10.62,High,5/4/2024,Expired,client@mail.com,Valid,Unknown,Pending,Good Payer
null,Yes,Beta Funds,Unknown Bank,Current,USD,97388,Low,4.01,Low,null,Unknown,client@mail.com,Valid,1712345678,Approved,High Risk
null,Yes,John Capital,Wells Fargo,Savings,BDT,412866,High,8.36,Medium,null,Unknown,client@bank.com,Valid,1712345678,Rejected,High Risk
null,Yes,Alpha Holdings,HSBC,Investment,GBP,null,Unknown,null,Unknown,12/3/2025,Expired,Unknown,Missing,1712345678,Rejected,High Risk
null,Yes,Mary Invest,HSBC,Savings,BDT,null,Unknown,12.48,High,4/17/2025,Expired,Invalid Email,Invalid,1712345678,Unknown,No Remarks
null,Yes,Mary Invest,HSBC,Current,USD,295373,Medium,null,Unknown,null,Unknown,Unknown,Missing,1712345678,Pending,Follow Up
null,Yes,Beta Funds,CHASE,Current,BDT,null,Unknown,null,Unknown,10/9/2024,Expired,Invalid Email,Invalid,1712345678,Unknown,High Risk
null,Yes,Mary Invest,HSBC,Loan,BDT,null,Unknown,null,Unknown,4/29/2025,Expired,client@bank.com,Valid,1712345678,Unknown,High Risk
94940,No,Mary Invest,BOFA,Current,Unknown,null,Unknown,null,Unknown,2/24/2026,Expired,Unknown,Missing,1712345678,Approved,Follow Up
33490,No,John Capital,HSBC,Loan,EUR,221588,Medium,null,Unknown,5/27/2026,Expired,Unknown,Missing,1712345678,Rejected,High Risk
null,Yes,Unknown Client,CHASE,Investment,Unknown,405959,High,2.51,Low,4/9/2024,Expired,Unknown,Missing,1712345678,Unknown,No Remarks
15409,No,John Capital,CHASE,Investment,EUR,73084,Low,4.84,Low,null,Unknown,client@bank.com,Valid,1712345678,Approved,Follow Up
75980,No,Mary Invest,CHASE,Investment,USD,172171,Medium,null,Unknown,5/3/2025,Expired,Invalid Email,Invalid,1712345678,Approved,Follow Up
67712,No,Unknown Client,BOFA,Loan,USD,null,Unknown,11.41,High,3/31/2026,Expired,Invalid Email,Invalid,1712345678,Rejected,Follow Up
null,Yes,Mary Invest,HSBC,Investment,EUR,318724,High,null,Unknown,4/8/2026,Expired,Unknown,Missing,1712345678,Pending,High Risk
12580,No,Alpha Holdings,CHASE,Loan,GBP,186643,Medium,12.05,High,10/9/2024,Expired,Unknown,Missing,1712345678,Pending,Good Payer
null,Yes,Alpha Holdings,CHASE,Loan,Unknown,149971,Medium,9.16,Medium,3/27/2024,Expired,client@mail.com,Valid,1712345678,Pending,High Risk
14288,No,Alpha Holdings,HSBC,Loan,BDT,437465,High,null,Unknown,2/11/2025,Expired,client@bank.com,Valid,1712345678,Approved,Good Payer
41608,No,John Capital,BOFA,Investment,GBP,405720,High,9.69,Medium,9/4/2024,Expired,client@mail.com,Valid,Unknown,Rejected,Follow Up
null,Yes,Alpha Holdings,Wells Fargo,Loan,Unknown,null,Unknown,4.79,Low,5/20/2026,Expired,Unknown,Missing,1712345678,Approved,High Risk
18637,No,Unknown Client,CITI,Investment,Unknown,313729,High,null,Unknown,6/7/2026,Expired,client@mail.com,Valid,1712345678,Pending,No Remarks
80705,No,Unknown Client,CITI,Current,EUR,131444,Medium,null,Unknown,5/17/2025,Expired,client@bank.com,Valid,Unknown,Unknown,No Remarks
null,Yes,Unknown Client,Wells Fargo,Current,Unknown,null,Unknown,6.05,Medium,1/31/2024,Expired,Unknown,Missing,Unknown,Approved,No Remarks
34785,No,Alpha Holdings,Wells Fargo,Savings,USD,434380,High,null,Unknown,3/11/2024,Expired,client@bank.com,Valid,1712345678,Unknown,Follow Up
null,Yes,John Capital,HSBC,Current,BDT,493801,High,null,Unknown,4/12/2026,Expired,Unknown,Missing,Unknown,Unknown,Follow Up
null,Yes,Alpha Holdings,HSBC,Savings,GBP,328187,High,5.54,Medium,8/4/2025,Expired,client@mail.com,Valid,Unknown,Approved,No Remarks
null,Yes,Unknown Client,Wells Fargo,Investment,USD,247273,Medium,1.75,Low,4/3/2025,Expired,client@bank.com,Valid,1712345678,Rejected,No Remarks
32980,No,Unknown Client,Unknown Bank,Investment,GBP,null,Unknown,11.52,High,null,Unknown,client@mail.com,Valid,1712345678,Unknown,No Remarks
86307,No,Mary Invest,Unknown Bank,Investment,GBP,456545,High,null,Unknown,null,Unknown,Unknown,Missing,1712345678,Pending,Good Payer
null,Yes,Mary Invest,CITI,Loan,Unknown,447469,High,8.54,Medium,3/20/2025,Expired,client@mail.com,Valid,1712345678,Unknown,Follow Up
17438,No,Unknown Client,Wells Fargo,Loan,USD,null,Unknown,4.69,Low,6/24/2024,Expired,client@mail.com,Valid,1712345678,Unknown,No Remarks
null,Yes,Unknown Client,HSBC,Investment,GBP,null,Unknown,null,Unknown,null,Unknown,Invalid Email,Invalid,1712345678,Pending,Good Payer
32271,No,Mary Invest,BOFA,Investment,EUR,29135,Low,null,Unknown,null,Unknown,Invalid Email,Invalid,Unknown,Approved,No Remarks
77318,No,Mary Invest,HSBC,Current,BDT,null,Unknown,12,High,11/8/2025,Expired,Invalid Email,Invalid,Unknown,Approved,Good Payer
19333,No,Mary Invest,CHASE,Investment,BDT,null,Unknown,6.06,Medium,2/13/2024,Expired,client@bank.com,Valid,1712345678,Rejected,No Remarks
null,Yes,Alpha Holdings,Wells Fargo,Investment,Unknown,null,Unknown,1.81,Low,11/18/2024,Expired,client@mail.com,Valid,Unknown,Approved,Good Payer
24526,No,Alpha Holdings,Wells Fargo,Investment,BDT,285602,Medium,null,Unknown,5/16/2024,Expired,client@bank.com,Valid,1712345678,Unknown,Follow Up
null,Yes,Mary Invest,Wells Fargo,Current,BDT,37044,Low,null,Unknown,7/10/2024,Expired,client@mail.com,Valid,1712345678,Pending,High Risk
52480,No,Unknown Client,BOFA,Savings,Unknown,36887,Low,8.83,Medium,7/9/2024,Expired,Unknown,Missing,1712345678,Rejected,Follow Up
null,Yes,Alpha Holdings,CHASE,Investment,Unknown,72786,Low,11.33,High,null,Unknown,client@bank.com,Valid,1712345678,Approved,No Remarks
97431,No,Alpha Holdings,CITI,Current,USD,180586,Medium,null,Unknown,7/7/2025,Expired,Unknown,Missing,1712345678,Approved,High Risk
55918,No,Unknown Client,HSBC,Current,USD,null,Unknown,8.91,Medium,11/20/2024,Expired,client@mail.com,Valid,1712345678,Rejected,No Remarks
null,Yes,Beta Funds,Unknown Bank,Savings,USD,231554,Medium,2.5,Low,10/25/2025,Expired,client@mail.com,Valid,Unknown,Approved,Good Payer
null,Yes,Alpha Holdings,Wells Fargo,Savings,USD,151477,Medium,8.21,Medium,9/7/2025,Expired,client@mail.com,Valid,1712345678,Rejected,No Remarks
null,Yes,Beta Funds,Unknown Bank,Investment,Unknown,404058,High,null,Unknown,1/2/2024,Expired,client@mail.com,Valid,Unknown,Pending,No Remarks
59517,No,Beta Funds,HSBC,Investment,BDT,224827,Medium,null,Unknown,3/13/2026,Expired,Unknown,Missing,1712345678,Unknown,Good Payer
null,Yes,Alpha Holdings,CITI,Investment,USD,31728,Low,3.31,Low,4/14/2026,Expired,client@mail.com,Valid,Unknown,Pending,High Risk
50785,No,Unknown Client,Wells Fargo,Savings,GBP,19669,Low,null,Unknown,12/9/2025,Expired,client@mail.com,Valid,1712345678,Approved,Follow Up
64333,No,John Capital,HSBC,Savings,GBP,null,Unknown,null,Unknown,6/20/2024,Expired,Invalid Email,Invalid,1712345678,Unknown,No Remarks
35140,No,Unknown Client,CITI,Investment,Unknown,357851,High,null,Unknown,5/2/2024,Expired,Invalid Email,Invalid,1712345678,Rejected,High Risk
null,Yes,Unknown Client,Wells Fargo,Savings,GBP,null,Unknown,5.46,Medium,2/2/2025,Expired,client@bank.com,Valid,1712345678,Pending,Good Payer
null,Yes,Alpha Holdings,BOFA,Savings,Unknown,22065,Low,12.4,High,null,Unknown,client@bank.com,Valid,Unknown,Rejected,No Remarks
64658,No,John Capital,CITI,Loan,EUR,239500,Medium,null,Unknown,9/5/2025,Expired,client@mail.com,Valid,1712345678,Pending,Follow Up
37929,No,Alpha Holdings,Unknown Bank,Savings,USD,440326,High,null,Unknown,10/11/2024,Expired,Invalid Email,Invalid,1712345678,Pending,Follow Up
41567,No,Mary Invest,Wells Fargo,Investment,GBP,57779,Low,6.71,Medium,2/10/2026,Expired,Unknown,Missing,1712345678,Unknown,No Remarks
null,Yes,Beta Funds,BOFA,Current,GBP,168009,Medium,8.85,Medium,2/4/2024,Expired,client@bank.com,Valid,1712345678,Approved,Follow Up
29989,No,Alpha Holdings,HSBC,Loan,USD,160326,Medium,null,Unknown,null,Unknown,Unknown,Missing,1712345678,Rejected,Good Payer
null,Yes,Mary Invest,Wells Fargo,Loan,Unknown,null,Unknown,null,Unknown,9/12/2024,Expired,client@mail.com,Valid,Unknown,Approved,Good Payer
null,Yes,John Capital,BOFA,Current,BDT,256971,Medium,null,Unknown,null,Unknown,Unknown,Missing,1712345678,Pending,Follow Up
67529,No,Unknown Client,CITI,Investment,USD,null,Unknown,null,Unknown,10/12/2024,Expired,client@bank.com,Valid,1712345678,Rejected,High Risk
92269,No,John Capital,CHASE,Savings,Unknown,210205,Medium,10.18,High,null,Unknown,Invalid Email,Invalid,1712345678,Unknown,Follow Up
null,Yes,Unknown Client,CHASE,Savings,EUR,341216,High,null,Unknown,1/31/2026,Expired,client@mail.com,Valid,1712345678,Pending,High Risk
55365,No,Alpha Holdings,Wells Fargo,Savings,USD,190147,Medium,6.81,Medium,null,Unknown,Invalid Email,Invalid,1712345678,Pending,Good Payer
23964,No,John Capital,HSBC,Current,GBP,null,Unknown,null,Unknown,11/12/2024,Expired,client@mail.com,Valid,1712345678,Approved,High Risk
29957,No,John Capital,HSBC,Loan,EUR,189536,Medium,10.83,High,8/18/2025,Expired,Unknown,Missing,1712345678,Approved,High Risk
null,Yes,Mary Invest,BOFA,Investment,Unknown,106834,Medium,null,Unknown,4/14/2025,Expired,Invalid Email,Invalid,1712345678,Pending,Good Payer
null,Yes,John Capital,CHASE,Investment,EUR,null,Unknown,3.69,Low,null,Unknown,Unknown,Missing,1712345678,Unknown,No Remarks
16991,No,Mary Invest,BOFA,Investment,BDT,265158,Medium,10.71,High,6/10/2025,Expired,client@mail.com,Valid,Unknown,Rejected,Follow Up
54505,No,Mary Invest,HSBC,Savings,Unknown,182097,Medium,null,Unknown,2/14/2024,Expired,Unknown,Missing,1712345678,Pending,Good Payer
66837,No,Alpha Holdings,Unknown Bank,Current,Unknown,null,Unknown,11.88,High,7/23/2024,Expired,client@bank.com,Valid,Unknown,Rejected,Good Payer
83385,No,Mary Invest,Unknown Bank,Current,BDT,213740,Medium,null,Unknown,11/16/2024,Expired,client@mail.com,Valid,1712345678,Unknown,No Remarks
null,Yes,Mary Invest,CHASE,Current,GBP,58280,Low,null,Unknown,12/14/2024,Expired,client@bank.com,Valid,1712345678,Pending,No Remarks
null,Yes,Alpha Holdings,BOFA,Savings,Unknown,null,Unknown,12.35,High,7/2/2024,Expired,client@bank.com,Valid,Unknown,Unknown,Follow Up
75407,No,Mary Invest,CHASE,Current,Unknown,null,Unknown,null,Unknown,11/16/2024,Expired,client@mail.com,Valid,1712345678,Approved,Good Payer
25024,No,Beta Funds,CITI,Current,Unknown,430248,High,11.59,High,6/2/2024,Expired,Invalid Email,Invalid,Unknown,Pending,No Remarks
37442,No,John Capital,CITI,Loan,EUR,380337,High,3.65,Low,8/10/2024,Expired,Unknown,Missing,1712345678,Pending,Good Payer
97686,No,John Capital,Unknown Bank,Current,GBP,null,Unknown,null,Unknown,10/16/2025,Expired,Invalid Email,Invalid,1712345678,Unknown,Follow Up
null,Yes,Alpha Holdings,BOFA,Savings,BDT,74871,Low,null,Unknown,10/29/2024,Expired,Unknown,Missing,1712345678,Rejected,Follow Up
null,Yes,Beta Funds,BOFA,Investment,GBP,474950,High,6.5,Medium,5/30/2025,Expired,Unknown,Missing,1712345678,Rejected,Follow Up
95458,No,John Capital,CITI,Investment,EUR,null,Unknown,7.38,Medium,null,Unknown,Invalid Email,Invalid,Unknown,Rejected,No Remarks
52538,No,Alpha Holdings,CITI,Savings,GBP,202137,Medium,null,Unknown,null,Unknown,client@bank.com,Valid,1712345678,Unknown,No Remarks
null,Yes,Alpha Holdings,CHASE,Savings,GBP,365621,High,null,Unknown,null,Unknown,client@mail.com,Valid,1712345678,Rejected,Good Payer
null,Yes,John Capital,CHASE,Savings,GBP,null,Unknown,5.47,Medium,5/29/2024,Expired,Invalid Email,Invalid,1712345678,Pending,High Risk
70580,No,Mary Invest,CHASE,Savings,EUR,null,Unknown,6.04,Medium,null,Unknown,client@bank.com,Valid,1712345678,Pending,High Risk
null,Yes,John Capital,Wells Fargo,Investment,USD,356110,High,6.4,Medium,6/1/2024,Expired,client@mail.com,Valid,1712345678,Unknown,Follow Up
38838,No,John Capital,CHASE,Investment,BDT,396953,High,4.62,Low,4/13/2026,Expired,Invalid Email,Invalid,1712345678,Approved,No Remarks
null,Yes,John Capital,CITI,Loan,EUR,396408,High,4.36,Low,6/24/2024,Expired,client@bank.com,Valid,1712345678,Rejected,Follow Up
98053,No,John Capital,CHASE,Savings,GBP,358057,High,11.55,High,3/15/2025,Expired,Invalid Email,Invalid,1712345678,Rejected,High Risk
null,Yes,Mary Invest,Unknown Bank,Savings,USD,null,Unknown,null,Unknown,5/21/2025,Expired,Invalid Email,Invalid,1712345678,Approved,Follow Up
null,Yes,Mary Invest,BOFA,Current,USD,66561,Low,null,Unknown,4/12/2024,Expired,client@bank.com,Valid,Unknown,Pending,Good Payer
10907,No,Alpha Holdings,CHASE,Investment,Unknown,161697,Medium,null,Unknown,null,Unknown,client@bank.com,Valid,1712345678,Approved,Good Payer
11415,No,John Capital,CHASE,Loan,EUR,26947,Low,2.97,Low,1/12/2026,Expired,Unknown,Missing,1712345678,Rejected,High Risk
55694,No,Alpha Holdings,CHASE,Investment,BDT,null,Unknown,null,Unknown,3/19/2025,Expired,Unknown,Missing,1712345678,Pending,Good Payer
null,Yes,Alpha Holdings,HSBC,Savings,BDT,null,Unknown,null,Unknown,4/30/2026,Expired,Unknown,Missing,1712345678,Pending,High Risk
null,Yes,Beta Funds,BOFA,Current,USD,null,Unknown,5.76,Medium,11/20/2025,Expired,client@bank.com,Valid,1712345678,Pending,No Remarks
15522,No,John Capital,CHASE,Savings,Unknown,432560,High,null,Unknown,5/22/2025,Expired,Invalid Email,Invalid,1712345678,Rejected,No Remarks
null,Yes,Beta Funds,CITI,Investment,GBP,null,Unknown,null,Unknown,10/12/2025,Expired,Invalid Email,Invalid,1712345678,Unknown,No Remarks
null,Yes,Mary Invest,CHASE,Savings,USD,291131,Medium,null,Unknown,4/11/2025,Expired,Unknown,Missing,1712345678,Rejected,High Risk
57840,No,John Capital,Wells Fargo,Investment,BDT,466114,High,8.57,Medium,12/30/2025,Expired,Invalid Email,Invalid,1712345678,Pending,No Remarks
null,Yes,Unknown Client,CITI,Loan,USD,59152,Low,null,Unknown,null,Unknown,Unknown,Missing,1712345678,Pending,Good Payer
50470,No,John Capital,Wells Fargo,Investment,BDT,null,Unknown,null,Unknown,3/13/2025,Expired,Invalid Email,Invalid,1712345678,Unknown,No Remarks
52495,No,John Capital,CITI,Loan,EUR,364984,High,11.41,High,null,Unknown,Invalid Email,Invalid,Unknown,Pending,Follow Up
null,Yes,Alpha Holdings,BOFA,Investment,BDT,400862,High,null,Unknown,11/25/2025,Expired,Unknown,Missing,1712345678,Rejected,Good Payer
null,Yes,Mary Invest,HSBC,Investment,GBP,342521,High,4.72,Low,null,Unknown,client@mail.com,Valid,1712345678,Pending,No Remarks
null,Yes,Unknown Client,CHASE,Loan,GBP,156436,Medium,7.07,Medium,null,Unknown,Invalid Email,Invalid,1712345678,Pending,Good Payer
null,Yes,Beta Funds,Wells Fargo,Savings,BDT,317999,High,null,Unknown,null,Unknown,client@bank.com,Valid,Unknown,Unknown,Follow Up
84714,No,Beta Funds,Wells Fargo,Savings,BDT,null,Unknown,3.41,Low,6/15/2026,Expired,Invalid Email,Invalid,Unknown,Approved,Good Payer
42138,No,Beta Funds,Unknown Bank,Investment,BDT,null,Unknown,null,Unknown,9/28/2024,Expired,client@bank.com,Valid,1712345678,Unknown,No Remarks
null,Yes,John Capital,CITI,Current,USD,null,Unknown,12.17,High,3/15/2025,Expired,Unknown,Missing,1712345678,Rejected,Follow Up
null,Yes,Unknown Client,CHASE,Investment,BDT,216465,Medium,10.62,High,3/6/2024,Expired,client@mail.com,Valid,Unknown,Approved,High Risk
61996,No,John Capital,Wells Fargo,Investment,USD,64482,Low,3.18,Low,null,Unknown,client@bank.com,Valid,Unknown,Pending,No Remarks
null,Yes,Mary Invest,HSBC,Current,USD,283772,Medium,null,Unknown,6/1/2024,Expired,Unknown,Missing,1712345678,Approved,No Remarks
10228,No,Alpha Holdings,HSBC,Investment,Unknown,496035,High,null,Unknown,null,Unknown,Invalid Email,Invalid,1712345678,Rejected,High Risk
null,Yes,Alpha Holdings,Unknown Bank,Loan,EUR,342733,High,3.21,Low,2/12/2025,Expired,client@mail.com,Valid,1712345678,Rejected,Follow Up
20703,No,Beta Funds,CHASE,Investment,USD,null,Unknown,12.33,High,10/21/2025,Expired,Unknown,Missing,1712345678,Rejected,No Remarks
95482,No,Mary Invest,Unknown Bank,Current,Unknown,null,Unknown,11.02,High,6/23/2024,Expired,client@mail.com,Valid,1712345678,Unknown,No Remarks
null,Yes,Unknown Client,Unknown Bank,Current,BDT,451565,High,null,Unknown,6/7/2026,Expired,client@mail.com,Valid,1712345678,Pending,Good Payer
88797,No,Alpha Holdings,Wells Fargo,Loan,Unknown,364706,High,6.7,Medium,10/17/2025,Expired,client@mail.com,Valid,Unknown,Pending,No Remarks
null,Yes,John Capital,Unknown Bank,Investment,BDT,427222,High,4.96,Low,4/16/2026,Expired,client@bank.com,Valid,Unknown,Approved,Follow Up
18463,No,Alpha Holdings,CITI,Investment,BDT,86544,Low,null,Unknown,4/22/2025,Expired,client@bank.com,Valid,1712345678,Rejected,Good Payer
null,Yes,John Capital,HSBC,Savings,USD,223906,Medium,null,Unknown,null,Unknown,client@mail.com,Valid,Unknown,Unknown,No Remarks
16101,No,Mary Invest,BOFA,Investment,GBP,6523,Low,null,Unknown,12/11/2024,Expired,client@bank.com,Valid,1712345678,Unknown,High Risk
34742,No,John Capital,Unknown Bank,Loan,Unknown,442088,High,null,Unknown,5/7/2026,Expired,client@bank.com,Valid,1712345678,Unknown,High Risk
73618,No,Unknown Client,BOFA,Current,BDT,null,Unknown,3.64,Low,null,Unknown,Invalid Email,Invalid,1712345678,Unknown,High Risk
null,Yes,John Capital,HSBC,Investment,GBP,337719,High,null,Unknown,10/27/2025,Expired,client@mail.com,Valid,1712345678,Unknown,No Remarks
null,Yes,Alpha Holdings,BOFA,Savings,BDT,234825,Medium,5.76,Medium,null,Unknown,client@bank.com,Valid,1712345678,Rejected,Good Payer
null,Yes,Alpha Holdings,CITI,Savings,GBP,null,Unknown,null,Unknown,null,Unknown,Invalid Email,Invalid,1712345678,Approved,Follow Up
19755,No,Unknown Client,HSBC,Loan,Unknown,null,Unknown,null,Unknown,5/20/2024,Expired,Unknown,Missing,1712345678,Pending,No Remarks
null,Yes,Alpha Holdings,HSBC,Savings,EUR,null,Unknown,null,Unknown,1/6/2025,Expired,Invalid Email,Invalid,Unknown,Approved,Follow Up
null,Yes,Beta Funds,CITI,Investment,BDT,97371,Low,null,Unknown,null,Unknown,Invalid Email,Invalid,1712345678,Rejected,No Remarks
null,Yes,Unknown Client,CHASE,Current,EUR,null,Unknown,null,Unknown,12/24/2025,Expired,client@bank.com,Valid,1712345678,Approved,High Risk
27515,No,Unknown Client,Unknown Bank,Savings,GBP,null,Unknown,9.49,Medium,10/21/2025,Expired,Invalid Email,Invalid,1712345678,Approved,No Remarks
null,Yes,Mary Invest,BOFA,Investment,GBP,327906,High,null,Unknown,11/15/2024,Expired,Unknown,Missing,1712345678,Pending,High Risk
17658,No,Beta Funds,HSBC,Investment,GBP,422827,High,null,Unknown,null,Unknown,Unknown,Missing,1712345678,Pending,Good Payer
54572,No,Mary Invest,HSBC,Loan,BDT,264720,Medium,10.68,High,1/5/2026,Expired,client@bank.com,Valid,Unknown,Unknown,Good Payer
33307,No,Mary Invest,CHASE,Investment,GBP,null,Unknown,3.91,Low,null,Unknown,client@mail.com,Valid,1712345678,Rejected,Good Payer
null,Yes,Alpha Holdings,BOFA,Investment,Unknown,null,Unknown,2.32,Low,null,Unknown,client@mail.com,Valid,1712345678,Unknown,No Remarks
43633,No,Beta Funds,BOFA,Loan,BDT,null,Unknown,null,Unknown,12/21/2024,Expired,client@mail.com,Valid,Unknown,Pending,Good Payer
null,Yes,Mary Invest,BOFA,Loan,BDT,322218,High,6.6,Medium,6/4/2024,Expired,client@mail.com,Valid,1712345678,Pending,Follow Up
null,Yes,Mary Invest,CHASE,Loan,USD,null,Unknown,11.59,High,null,Unknown,client@bank.com,Valid,1712345678,Approved,Good Payer
11602,No,Alpha Holdings,BOFA,Loan,Unknown,175713,Medium,7.9,Medium,12/21/2025,Expired,Unknown,Missing,Unknown,Pending,Good Payer
88543,No,John Capital,Wells Fargo,Current,BDT,156631,Medium,null,Unknown,8/15/2024,Expired,client@mail.com,Valid,1712345678,Unknown,Follow Up
49287,No,John Capital,BOFA,Savings,USD,null,Unknown,3.9,Low,3/17/2026,Expired,client@bank.com,Valid,1712345678,Pending,Follow Up
null,Yes,Unknown Client,Wells Fargo,Investment,GBP,null,Unknown,3.09,Low,7/22/2025,Expired,client@bank.com,Valid,1712345678,Unknown,Follow Up
44193,No,Beta Funds,CITI,Investment,Unknown,61312,Low,null,Unknown,5/16/2025,Expired,client@bank.com,Valid,Unknown,Approved,No Remarks
97421,No,John Capital,Wells Fargo,Savings,GBP,188787,Medium,5.38,Medium,10/29/2025,Expired,Invalid Email,Invalid,1712345678,Rejected,Follow Up
null,Yes,Mary Invest,CITI,Current,USD,481717,High,null,Unknown,2/19/2025,Expired,client@bank.com,Valid,Unknown,Unknown,Good Payer
16220,No,Beta Funds,Unknown Bank,Savings,BDT,477700,High,9.22,Medium,7/24/2025,Expired,client@bank.com,Valid,1712345678,Rejected,No Remarks
82039,No,Beta Funds,CHASE,Investment,BDT,null,Unknown,11.47,High,null,Unknown,Invalid Email,Invalid,1712345678,Unknown,Follow Up
null,Yes,Mary Invest,BOFA,Current,USD,344125,High,8.04,Medium,null,Unknown,client@mail.com,Valid,1712345678,Unknown,High Risk
null,Yes,Unknown Client,Wells Fargo,Current,GBP,353763,High,null,Unknown,12/8/2024,Expired,Invalid Email,Invalid,Unknown,Rejected,Follow Up
null,Yes,John Capital,CHASE,Current,GBP,246926,Medium,5.94,Medium,1/12/2025,Expired,Unknown,Missing,1712345678,Unknown,Good Payer
null,Yes,John Capital,BOFA,Investment,BDT,null,Unknown,null,Unknown,null,Unknown,client@mail.com,Valid,Unknown,Rejected,Follow Up
null,Yes,Beta Funds,CHASE,Loan,GBP,null,Unknown,8.51,Medium,3/2/2024,Expired,client@mail.com,Valid,1712345678,Unknown,Good Payer
null,Yes,Beta Funds,CHASE,Loan,Unknown,446589,High,12.12,High,12/9/2025,Expired,client@bank.com,Valid,1712345678,Rejected,Follow Up
null,Yes,Mary Invest,Unknown Bank,Investment,GBP,null,Unknown,2.53,Low,12/30/2025,Expired,client@mail.com,Valid,1712345678,Unknown,No Remarks
null,Yes,Mary Invest,CITI,Current,USD,18744,Low,6.02,Medium,null,Unknown,Unknown,Missing,1712345678,Approved,No Remarks
null,Yes,Alpha Holdings,HSBC,Loan,Unknown,123837,Medium,null,Unknown,1/3/2025,Expired,Invalid Email,Invalid,1712345678,Approved,Good Payer
